zone_name,geometry
zona_202,"POLYGON((-77.14702354814979 -12.117746749332236, -77.15161746446084 -12.10996714635178, -77.16080529708297 -12.10996714635178, -77.16539921339402 -12.117746749332236, -77.16080529708297 -12.125526352312692, -77.15161746446084 -12.125526352312692, -77.14702354814979 -12.117746749332236))"
zona_203,"POLYGON((-77.13323466097965 -12.125526352312693, -77.13782871126173 -12.117746749332237, -77.14701681182589 -12.117746749332237, -77.15161086210797 -12.125526352312693, -77.14701681182589 -12.13330595529315, -77.13782871126173 -12.13330595529315, -77.13323466097965 -12.125526352312693))"
zona_204,"POLYGON((-77.1194463096936 -12.117746749332236, -77.12404022600465 -12.10996714635178, -77.13322805862678 -12.10996714635178, -77.13782197493784 -12.117746749332236, -77.13322805862678 -12.125526352312692, -77.12404022600465 -12.125526352312692, -77.1194463096936 -12.117746749332236))"
zona_205,"POLYGON((-77.10565742252345 -12.125526352312693, -77.11025147280553 -12.117746749332237, -77.11943957336969 -12.117746749332237, -77.12403362365177 -12.125526352312693, -77.11943957336969 -12.13330595529315, -77.11025147280553 -12.13330595529315, -77.10565742252345 -12.125526352312693))"
zona_206,"POLYGON((-77.0918690712374 -12.117746749332236, -77.09646298754845 -12.10996714635178, -77.10565082017058 -12.10996714635178, -77.11024473648163 -12.117746749332236, -77.10565082017058 -12.125526352312692, -77.09646298754845 -12.125526352312692, -77.0918690712374 -12.117746749332236))"
zona_207,"POLYGON((-77.07808018406726 -12.125526352312693, -77.08267423434934 -12.117746749332237, -77.0918623349135 -12.117746749332237, -77.09645638519558 -12.125526352312693, -77.0918623349135 -12.13330595529315, -77.08267423434934 -12.13330595529315, -77.07808018406726 -12.125526352312693))"
zona_208,"POLYGON((-77.06429183278121 -12.117746749332236, -77.06888574909226 -12.10996714635178, -77.07807358171439 -12.10996714635178, -77.08266749802544 -12.117746749332236, -77.07807358171439 -12.125526352312692, -77.06888574909226 -12.125526352312692, -77.06429183278121 -12.117746749332236))"
zona_209,"POLYGON((-77.05050294561107 -12.125526352312693, -77.05509699589315 -12.117746749332237, -77.06428509645731 -12.117746749332237, -77.06887914673939 -12.125526352312693, -77.06428509645731 -12.13330595529315, -77.05509699589315 -12.13330595529315, -77.05050294561107 -12.125526352312693))"
zona_210,"POLYGON((-77.03671459432502 -12.117746749332236, -77.04130851063607 -12.10996714635178, -77.0504963432582 -12.10996714635178, -77.05509025956925 -12.117746749332236, -77.0504963432582 -12.125526352312692, -77.04130851063607 -12.125526352312692, -77.03671459432502 -12.117746749332236))"
zona_211,"POLYGON((-77.02292570715488 -12.125526352312693, -77.02751975743696 -12.117746749332237, -77.03670785800112 -12.117746749332237, -77.0413019082832 -12.125526352312693, -77.03670785800112 -12.13330595529315, -77.02751975743696 -12.13330595529315, -77.02292570715488 -12.125526352312693))"
zona_212,"POLYGON((-77.00913735586882 -12.117746749332236, -77.01373127217987 -12.10996714635178, -77.022919104802 -12.10996714635178, -77.02751302111305 -12.117746749332236, -77.022919104802 -12.125526352312692, -77.01373127217987 -12.125526352312692, -77.00913735586882 -12.117746749332236))"
zona_213,"POLYGON((-76.99534846869868 -12.125526352312693, -76.99994251898076 -12.117746749332237, -77.00913061954492 -12.117746749332237, -77.013724669827 -12.125526352312693, -77.00913061954492 -12.13330595529315, -76.99994251898076 -12.13330595529315, -76.99534846869868 -12.125526352312693))"
zona_214,"POLYGON((-76.98156011741263 -12.117746749332236, -76.98615403372368 -12.10996714635178, -76.99534186634581 -12.10996714635178, -76.99993578265686 -12.117746749332236, -76.99534186634581 -12.125526352312692, -76.98615403372368 -12.125526352312692, -76.98156011741263 -12.117746749332236))"
zona_215,"POLYGON((-76.96777123024249 -12.125526352312693, -76.97236528052457 -12.117746749332237, -76.98155338108873 -12.117746749332237, -76.98614743137081 -12.125526352312693, -76.98155338108873 -12.13330595529315, -76.97236528052457 -12.13330595529315, -76.96777123024249 -12.125526352312693))"
zona_216,"POLYGON((-76.95398287895644 -12.117746749332236, -76.95857679526749 -12.10996714635178, -76.96776462788962 -12.10996714635178, -76.97235854420067 -12.117746749332236, -76.96776462788962 -12.125526352312692, -76.95857679526749 -12.125526352312692, -76.95398287895644 -12.117746749332236))"
zona_217,"POLYGON((-76.9401939917863 -12.125526352312693, -76.94478804206838 -12.117746749332237, -76.95397614263254 -12.117746749332237, -76.95857019291462 -12.125526352312693, -76.95397614263254 -12.13330595529315, -76.94478804206838 -12.13330595529315, -76.9401939917863 -12.125526352312693))"
zona_218,"POLYGON((-76.92640564050025 -12.117746749332236, -76.9309995568113 -12.10996714635178, -76.94018738943343 -12.10996714635178, -76.94478130574448 -12.117746749332236, -76.94018738943343 -12.125526352312692, -76.9309995568113 -12.125526352312692, -76.92640564050025 -12.117746749332236))"
zona_219,"POLYGON((-76.91261675333011 -12.125526352312693, -76.91721080361219 -12.117746749332237, -76.92639890417635 -12.117746749332237, -76.93099295445843 -12.125526352312693, -76.92639890417635 -12.13330595529315, -76.91721080361219 -12.13330595529315, -76.91261675333011 -12.125526352312693))"
zona_220,"POLYGON((-76.89882840204405 -12.117746749332236, -76.9034223183551 -12.10996714635178, -76.91261015097723 -12.10996714635178, -76.91720406728828 -12.117746749332236, -76.91261015097723 -12.125526352312692, -76.9034223183551 -12.125526352312692, -76.89882840204405 -12.117746749332236))"
zona_221,"POLYGON((-76.88503951487391 -12.125526352312693, -76.88963356515599 -12.117746749332237, -76.89882166572015 -12.117746749332237, -76.90341571600223 -12.125526352312693, -76.89882166572015 -12.13330595529315, -76.88963356515599 -12.13330595529315, -76.88503951487391 -12.125526352312693))"
zona_222,"POLYGON((-76.87125116358786 -12.117746749332236, -76.87584507989891 -12.10996714635178, -76.88503291252104 -12.10996714635178, -76.88962682883209 -12.117746749332236, -76.88503291252104 -12.125526352312692, -76.87584507989891 -12.125526352312692, -76.87125116358786 -12.117746749332236))"
zona_223,"POLYGON((-76.85746227641772 -12.125526352312693, -76.8620563266998 -12.117746749332237, -76.87124442726396 -12.117746749332237, -76.87583847754604 -12.125526352312693, -76.87124442726396 -12.13330595529315, -76.8620563266998 -12.13330595529315, -76.85746227641772 -12.125526352312693))"
zona_224,"POLYGON((-76.84367392513167 -12.117746749332236, -76.84826784144272 -12.10996714635178, -76.85745567406485 -12.10996714635178, -76.8620495903759 -12.117746749332236, -76.85745567406485 -12.125526352312692, -76.84826784144272 -12.125526352312692, -76.84367392513167 -12.117746749332236))"
zona_225,"POLYGON((-76.82988503796153 -12.125526352312693, -76.83447908824361 -12.117746749332237, -76.84366718880777 -12.117746749332237, -76.84826123908985 -12.125526352312693, -76.84366718880777 -12.13330595529315, -76.83447908824361 -12.13330595529315, -76.82988503796153 -12.125526352312693))"
zona_226,"POLYGON((-77.16081243513491 -12.10996714635178, -77.16540621756745 -12.102187543371324, -77.17459378243255 -12.102187543371324, -77.17918756486509 -12.10996714635178, -77.17459378243255 -12.117746749332236, -77.16540621756745 -12.117746749332236, -77.16081243513491 -12.10996714635178))"
zona_227,"POLYGON((-77.14702408347887 -12.102187543371324, -77.15161773212539 -12.094407940390868, -77.16080502941843 -12.094407940390868, -77.16539867806495 -12.102187543371324, -77.16080502941843 -12.10996714635178, -77.15161773212539 -12.10996714635178, -77.14702408347887 -12.102187543371324))"
zona_228,"POLYGON((-77.13323519667873 -12.10996714635178, -77.13782897911126 -12.102187543371324, -77.14701654397636 -12.102187543371324, -77.1516103264089 -12.10996714635178, -77.14701654397636 -12.117746749332236, -77.13782897911126 -12.117746749332236, -77.13323519667873 -12.10996714635178))"
zona_229,"POLYGON((-77.11944684502268 -12.102187543371324, -77.1240404936692 -12.094407940390868, -77.13322779096224 -12.094407940390868, -77.13782143960876 -12.102187543371324, -77.13322779096224 -12.10996714635178, -77.1240404936692 -12.10996714635178, -77.11944684502268 -12.102187543371324))"
zona_230,"POLYGON((-77.10565795822252 -12.10996714635178, -77.11025174065506 -12.102187543371324, -77.11943930552016 -12.102187543371324, -77.1240330879527 -12.10996714635178, -77.11943930552016 -12.117746749332236, -77.11025174065506 -12.117746749332236, -77.10565795822252 -12.10996714635178))"
zona_231,"POLYGON((-77.09186960656648 -12.102187543371324, -77.096463255213 -12.094407940390868, -77.10565055250603 -12.094407940390868, -77.11024420115255 -12.102187543371324, -77.10565055250603 -12.10996714635178, -77.096463255213 -12.10996714635178, -77.09186960656648 -12.102187543371324))"
zona_232,"POLYGON((-77.07808071976633 -12.10996714635178, -77.08267450219887 -12.102187543371324, -77.09186206706397 -12.102187543371324, -77.09645584949651 -12.10996714635178, -77.09186206706397 -12.117746749332236, -77.08267450219887 -12.117746749332236, -77.07808071976633 -12.10996714635178))"
zona_233,"POLYGON((-77.06429236811029 -12.102187543371324, -77.0688860167568 -12.094407940390868, -77.07807331404985 -12.094407940390868, -77.08266696269636 -12.102187543371324, -77.07807331404985 -12.10996714635178, -77.0688860167568 -12.10996714635178, -77.06429236811029 -12.102187543371324))"
zona_234,"POLYGON((-77.05050348131014 -12.10996714635178, -77.05509726374268 -12.102187543371324, -77.06428482860778 -12.102187543371324, -77.06887861104032 -12.10996714635178, -77.06428482860778 -12.117746749332236, -77.05509726374268 -12.117746749332236, -77.05050348131014 -12.10996714635178))"
zona_235,"POLYGON((-77.0367151296541 -12.102187543371324, -77.04130877830062 -12.094407940390868, -77.05049607559366 -12.094407940390868, -77.05508972424018 -12.102187543371324, -77.05049607559366 -12.10996714635178, -77.04130877830062 -12.10996714635178, -77.0367151296541 -12.102187543371324))"
zona_236,"POLYGON((-77.02292624285396 -12.10996714635178, -77.02752002528649 -12.102187543371324, -77.0367075901516 -12.102187543371324, -77.04130137258413 -12.10996714635178, -77.0367075901516 -12.117746749332236, -77.02752002528649 -12.117746749332236, -77.02292624285396 -12.10996714635178))"
zona_237,"POLYGON((-77.0091378911979 -12.102187543371324, -77.01373153984441 -12.094407940390868, -77.02291883713745 -12.094407940390868, -77.02751248578397 -12.102187543371324, -77.02291883713745 -12.10996714635178, -77.01373153984441 -12.10996714635178, -77.0091378911979 -12.102187543371324))"
zona_238,"POLYGON((-76.99534900439775 -12.10996714635178, -76.99994278683029 -12.102187543371324, -77.00913035169539 -12.102187543371324, -77.01372413412793 -12.10996714635178, -77.00913035169539 -12.117746749332236, -76.99994278683029 -12.117746749332236, -76.99534900439775 -12.10996714635178))"
zona_239,"POLYGON((-76.9815606527417 -12.102187543371324, -76.98615430138823 -12.094407940390868, -76.99534159868126 -12.094407940390868, -76.99993524732778 -12.102187543371324, -76.99534159868126 -12.10996714635178, -76.98615430138823 -12.10996714635178, -76.9815606527417 -12.102187543371324))"
zona_240,"POLYGON((-76.96777176594156 -12.10996714635178, -76.9723655483741 -12.102187543371324, -76.9815531132392 -12.102187543371324, -76.98614689567174 -12.10996714635178, -76.9815531132392 -12.117746749332236, -76.9723655483741 -12.117746749332236, -76.96777176594156 -12.10996714635178))"
zona_241,"POLYGON((-76.95398341428552 -12.102187543371324, -76.95857706293204 -12.094407940390868, -76.96776436022508 -12.094407940390868, -76.9723580088716 -12.102187543371324, -76.96776436022508 -12.10996714635178, -76.95857706293204 -12.10996714635178, -76.95398341428552 -12.102187543371324))"
zona_242,"POLYGON((-76.94019452748537 -12.10996714635178, -76.94478830991791 -12.102187543371324, -76.95397587478301 -12.102187543371324, -76.95856965721555 -12.10996714635178, -76.95397587478301 -12.117746749332236, -76.94478830991791 -12.117746749332236, -76.94019452748537 -12.10996714635178))"
zona_243,"POLYGON((-76.92640617582933 -12.102187543371324, -76.93099982447585 -12.094407940390868, -76.94018712176889 -12.094407940390868, -76.9447807704154 -12.102187543371324, -76.94018712176889 -12.10996714635178, -76.93099982447585 -12.10996714635178, -76.92640617582933 -12.102187543371324))"
zona_244,"POLYGON((-76.91261728902919 -12.10996714635178, -76.91721107146172 -12.102187543371324, -76.92639863632682 -12.102187543371324, -76.93099241875936 -12.10996714635178, -76.92639863632682 -12.117746749332236, -76.91721107146172 -12.117746749332236, -76.91261728902919 -12.10996714635178))"
zona_245,"POLYGON((-76.89882893737312 -12.102187543371324, -76.90342258601964 -12.094407940390868, -76.91260988331268 -12.094407940390868, -76.9172035319592 -12.102187543371324, -76.91260988331268 -12.10996714635178, -76.90342258601964 -12.10996714635178, -76.89882893737312 -12.102187543371324))"
zona_246,"POLYGON((-76.88504005057298 -12.10996714635178, -76.88963383300552 -12.102187543371324, -76.89882139787062 -12.102187543371324, -76.90341518030316 -12.10996714635178, -76.89882139787062 -12.117746749332236, -76.88963383300552 -12.117746749332236, -76.88504005057298 -12.10996714635178))"
zona_247,"POLYGON((-76.87125169891694 -12.102187543371324, -76.87584534756346 -12.094407940390868, -76.8850326448565 -12.094407940390868, -76.88962629350301 -12.102187543371324, -76.8850326448565 -12.10996714635178, -76.87584534756346 -12.10996714635178, -76.87125169891694 -12.102187543371324))"
zona_248,"POLYGON((-76.8574628121168 -12.10996714635178, -76.86205659454933 -12.102187543371324, -76.87124415941443 -12.102187543371324, -76.87583794184697 -12.10996714635178, -76.87124415941443 -12.117746749332236, -76.86205659454933 -12.117746749332236, -76.8574628121168 -12.10996714635178))"
zona_249,"POLYGON((-76.84367446046075 -12.102187543371324, -76.84826810910727 -12.094407940390868, -76.8574554064003 -12.094407940390868, -76.86204905504682 -12.102187543371324, -76.8574554064003 -12.10996714635178, -76.84826810910727 -12.10996714635178, -76.84367446046075 -12.102187543371324))"
zona_250,"POLYGON((-76.8298855736606 -12.10996714635178, -76.83447935609314 -12.102187543371324, -76.84366692095824 -12.102187543371324, -76.84826070339078 -12.10996714635178, -76.84366692095824 -12.117746749332236, -76.83447935609314 -12.117746749332236, -76.8298855736606 -12.10996714635178))"
zona_251,"POLYGON((-77.16081297009406 -12.094407940390866, -77.16540648504703 -12.08662833741041, -77.17459351495297 -12.08662833741041, -77.17918702990595 -12.094407940390866, -77.17459351495297 -12.102187543371322, -77.16540648504703 -12.102187543371322, -77.16081297009406 -12.094407940390866))"
zona_252,"POLYGON((-77.14702461806813 -12.08662833741041, -77.15161799942003 -12.078848734429954, -77.16080476212379 -12.078848734429954, -77.16539814347568 -12.08662833741041, -77.16080476212379 -12.094407940390866, -77.15161799942003 -12.094407940390866, -77.14702461806813 -12.08662833741041))"
zona_253,"POLYGON((-77.13323573163787 -12.094407940390866, -77.13782924659084 -12.08662833741041, -77.14701627649679 -12.08662833741041, -77.15160979144976 -12.094407940390866, -77.14701627649679 -12.102187543371322, -77.13782924659084 -12.102187543371322, -77.13323573163787 -12.094407940390866))"
zona_254,"POLYGON((-77.11944737961194 -12.08662833741041, -77.12404076096384 -12.078848734429954, -77.1332275236676 -12.078848734429954, -77.1378209050195 -12.08662833741041, -77.1332275236676 -12.094407940390866, -77.12404076096384 -12.094407940390866, -77.11944737961194 -12.08662833741041))"
zona_255,"POLYGON((-77.10565849318166 -12.094407940390866, -77.11025200813464 -12.08662833741041, -77.11943903804058 -12.08662833741041, -77.12403255299355 -12.094407940390866, -77.11943903804058 -12.102187543371322, -77.11025200813464 -12.102187543371322, -77.10565849318166 -12.094407940390866))"
zona_256,"POLYGON((-77.09187014115574 -12.08662833741041, -77.09646352250763 -12.078848734429954, -77.1056502852114 -12.078848734429954, -77.11024366656329 -12.08662833741041, -77.1056502852114 -12.094407940390866, -77.09646352250763 -12.094407940390866, -77.09187014115574 -12.08662833741041))"
zona_257,"POLYGON((-77.07808125472548 -12.094407940390866, -77.08267476967845 -12.08662833741041, -77.0918617995844 -12.08662833741041, -77.09645531453737 -12.094407940390866, -77.0918617995844 -12.102187543371322, -77.08267476967845 -12.102187543371322, -77.07808125472548 -12.094407940390866))"
zona_258,"POLYGON((-77.06429290269955 -12.08662833741041, -77.06888628405144 -12.078848734429954, -77.07807304675521 -12.078848734429954, -77.0826664281071 -12.08662833741041, -77.07807304675521 -12.094407940390866, -77.06888628405144 -12.094407940390866, -77.06429290269955 -12.08662833741041))"
zona_259,"POLYGON((-77.05050401626929 -12.094407940390866, -77.05509753122226 -12.08662833741041, -77.0642845611282 -12.08662833741041, -77.06887807608118 -12.094407940390866, -77.0642845611282 -12.102187543371322, -77.05509753122226 -12.102187543371322, -77.05050401626929 -12.094407940390866))"
zona_260,"POLYGON((-77.03671566424336 -12.08662833741041, -77.04130904559526 -12.078848734429954, -77.05049580829902 -12.078848734429954, -77.05508918965091 -12.08662833741041, -77.05049580829902 -12.094407940390866, -77.04130904559526 -12.094407940390866, -77.03671566424336 -12.08662833741041))"
zona_261,"POLYGON((-77.0229267778131 -12.094407940390866, -77.02752029276607 -12.08662833741041, -77.03670732267202 -12.08662833741041, -77.04130083762499 -12.094407940390866, -77.03670732267202 -12.102187543371322, -77.02752029276607 -12.102187543371322, -77.0229267778131 -12.094407940390866))"
zona_262,"POLYGON((-77.00913842578716 -12.08662833741041, -77.01373180713905 -12.078848734429954, -77.02291856984282 -12.078848734429954, -77.02751195119471 -12.08662833741041, -77.02291856984282 -12.094407940390866, -77.01373180713905 -12.094407940390866, -77.00913842578716 -12.08662833741041))"
zona_263,"POLYGON((-76.9953495393569 -12.094407940390866, -76.99994305430987 -12.08662833741041, -77.00913008421581 -12.08662833741041, -77.01372359916878 -12.094407940390866, -77.00913008421581 -12.102187543371322, -76.99994305430987 -12.102187543371322, -76.9953495393569 -12.094407940390866))"
zona_264,"POLYGON((-76.98156118733097 -12.08662833741041, -76.98615456868286 -12.078848734429954, -76.99534133138663 -12.078848734429954, -76.99993471273852 -12.08662833741041, -76.99534133138663 -12.094407940390866, -76.98615456868286 -12.094407940390866, -76.98156118733097 -12.08662833741041))"
zona_265,"POLYGON((-76.9677723009007 -12.094407940390866, -76.97236581585368 -12.08662833741041, -76.98155284575962 -12.08662833741041, -76.9861463607126 -12.094407940390866, -76.98155284575962 -12.102187543371322, -76.97236581585368 -12.102187543371322, -76.9677723009007 -12.094407940390866))"
zona_266,"POLYGON((-76.95398394887478 -12.08662833741041, -76.95857733022667 -12.078848734429954, -76.96776409293044 -12.078848734429954, -76.97235747428233 -12.08662833741041, -76.96776409293044 -12.094407940390866, -76.95857733022667 -12.094407940390866, -76.95398394887478 -12.08662833741041))"
zona_267,"POLYGON((-76.94019506244452 -12.094407940390866, -76.94478857739749 -12.08662833741041, -76.95397560730343 -12.08662833741041, -76.9585691222564 -12.094407940390866, -76.95397560730343 -12.102187543371322, -76.94478857739749 -12.102187543371322, -76.94019506244452 -12.094407940390866))"
zona_268,"POLYGON((-76.92640671041859 -12.08662833741041, -76.93100009177049 -12.078848734429954, -76.94018685447425 -12.078848734429954, -76.94478023582614 -12.08662833741041, -76.94018685447425 -12.094407940390866, -76.93100009177049 -12.094407940390866, -76.92640671041859 -12.08662833741041))"
zona_269,"POLYGON((-76.91261782398833 -12.094407940390866, -76.9172113389413 -12.08662833741041, -76.92639836884725 -12.08662833741041, -76.93099188380022 -12.094407940390866, -76.92639836884725 -12.102187543371322, -76.9172113389413 -12.102187543371322, -76.91261782398833 -12.094407940390866))"
zona_270,"POLYGON((-76.89882947196239 -12.08662833741041, -76.90342285331428 -12.078848734429954, -76.91260961601805 -12.078848734429954, -76.91720299736994 -12.08662833741041, -76.91260961601805 -12.094407940390866, -76.90342285331428 -12.094407940390866, -76.89882947196239 -12.08662833741041))"
zona_271,"POLYGON((-76.88504058553212 -12.094407940390866, -76.8896341004851 -12.08662833741041, -76.89882113039104 -12.08662833741041, -76.90341464534401 -12.094407940390866, -76.89882113039104 -12.102187543371322, -76.8896341004851 -12.102187543371322, -76.88504058553212 -12.094407940390866))"
zona_272,"POLYGON((-76.8712522335062 -12.08662833741041, -76.8758456148581 -12.078848734429954, -76.88503237756186 -12.078848734429954, -76.88962575891375 -12.08662833741041, -76.88503237756186 -12.094407940390866, -76.8758456148581 -12.094407940390866, -76.8712522335062 -12.08662833741041))"
zona_273,"POLYGON((-76.85746334707594 -12.094407940390866, -76.86205686202891 -12.08662833741041, -76.87124389193485 -12.08662833741041, -76.87583740688783 -12.094407940390866, -76.87124389193485 -12.102187543371322, -76.86205686202891 -12.102187543371322, -76.85746334707594 -12.094407940390866))"
zona_274,"POLYGON((-76.84367499505001 -12.08662833741041, -76.8482683764019 -12.078848734429954, -76.85745513910567 -12.078848734429954, -76.86204852045756 -12.08662833741041, -76.85745513910567 -12.094407940390866, -76.8482683764019 -12.094407940390866, -76.84367499505001 -12.08662833741041))"
zona_275,"POLYGON((-76.82988610861975 -12.094407940390866, -76.83447962357272 -12.08662833741041, -76.84366665347866 -12.08662833741041, -76.84826016843164 -12.094407940390866, -76.84366665347866 -12.102187543371322, -76.83447962357272 -12.102187543371322, -76.82988610861975 -12.094407940390866))"
zona_276,"POLYGON((-77.1608135043135 -12.078848734429952, -77.16540675215676 -12.071069131449496, -77.17459324784325 -12.071069131449496, -77.17918649568651 -12.078848734429952, -77.17459324784325 -12.086628337410408, -77.16540675215676 -12.086628337410408, -77.1608135043135 -12.078848734429952))"
zona_277,"POLYGON((-77.1470251519178 -12.071069131449496, -77.15161826634485 -12.06328952846904, -77.16080449519896 -12.06328952846904, -77.16539760962601 -12.071069131449496, -77.16080449519896 -12.078848734429952, -77.15161826634485 -12.078848734429952, -77.1470251519178 -12.071069131449496))"
zona_278,"POLYGON((-77.1332362658573 -12.078848734429952, -77.13782951370057 -12.071069131449496, -77.14701600938706 -12.071069131449496, -77.15160925723032 -12.078848734429952, -77.14701600938706 -12.086628337410408, -77.13782951370057 -12.086628337410408, -77.1332362658573 -12.078848734429952))"
zona_279,"POLYGON((-77.11944791346161 -12.071069131449496, -77.12404102788867 -12.06328952846904, -77.13322725674277 -12.06328952846904, -77.13782037116982 -12.071069131449496, -77.13322725674277 -12.078848734429952, -77.12404102788867 -12.078848734429952, -77.11944791346161 -12.071069131449496))"
zona_280,"POLYGON((-77.1056590274011 -12.078848734429952, -77.11025227524436 -12.071069131449496, -77.11943877093086 -12.071069131449496, -77.12403201877412 -12.078848734429952, -77.11943877093086 -12.086628337410408, -77.11025227524436 -12.086628337410408, -77.1056590274011 -12.078848734429952))"
zona_281,"POLYGON((-77.09187067500541 -12.071069131449496, -77.09646378943246 -12.06328952846904, -77.10565001828657 -12.06328952846904, -77.11024313271362 -12.071069131449496, -77.10565001828657 -12.078848734429952, -77.09646378943246 -12.078848734429952, -77.09187067500541 -12.071069131449496))"
zona_282,"POLYGON((-77.07808178894491 -12.078848734429952, -77.08267503678817 -12.071069131449496, -77.09186153247467 -12.071069131449496, -77.09645478031793 -12.078848734429952, -77.09186153247467 -12.086628337410408, -77.08267503678817 -12.086628337410408, -77.07808178894491 -12.078848734429952))"
zona_283,"POLYGON((-77.06429343654922 -12.071069131449496, -77.06888655097627 -12.06328952846904, -77.07807277983038 -12.06328952846904, -77.08266589425743 -12.071069131449496, -77.07807277983038 -12.078848734429952, -77.06888655097627 -12.078848734429952, -77.06429343654922 -12.071069131449496))"
zona_284,"POLYGON((-77.05050455048872 -12.078848734429952, -77.05509779833199 -12.071069131449496, -77.06428429401848 -12.071069131449496, -77.06887754186174 -12.078848734429952, -77.06428429401848 -12.086628337410408, -77.05509779833199 -12.086628337410408, -77.05050455048872 -12.078848734429952))"
zona_285,"POLYGON((-77.03671619809303 -12.071069131449496, -77.04130931252008 -12.06328952846904, -77.05049554137419 -12.06328952846904, -77.05508865580124 -12.071069131449496, -77.05049554137419 -12.078848734429952, -77.04130931252008 -12.078848734429952, -77.03671619809303 -12.071069131449496))"
zona_286,"POLYGON((-77.02292731203254 -12.078848734429952, -77.0275205598758 -12.071069131449496, -77.03670705556229 -12.071069131449496, -77.04130030340555 -12.078848734429952, -77.03670705556229 -12.086628337410408, -77.0275205598758 -12.086628337410408, -77.02292731203254 -12.078848734429952))"
zona_287,"POLYGON((-77.00913895963683 -12.071069131449496, -77.01373207406388 -12.06328952846904, -77.02291830291799 -12.06328952846904, -77.02751141734504 -12.071069131449496, -77.02291830291799 -12.078848734429952, -77.01373207406388 -12.078848734429952, -77.00913895963683 -12.071069131449496))"
zona_288,"POLYGON((-76.99535007357633 -12.078848734429952, -76.9999433214196 -12.071069131449496, -77.00912981710609 -12.071069131449496, -77.01372306494935 -12.078848734429952, -77.00912981710609 -12.086628337410408, -76.9999433214196 -12.086628337410408, -76.99535007357633 -12.078848734429952))"
zona_289,"POLYGON((-76.98156172118064 -12.071069131449496, -76.98615483560769 -12.06328952846904, -76.9953410644618 -12.06328952846904, -76.99993417888885 -12.071069131449496, -76.9953410644618 -12.078848734429952, -76.98615483560769 -12.078848734429952, -76.98156172118064 -12.071069131449496))"
zona_290,"POLYGON((-76.96777283512014 -12.078848734429952, -76.9723660829634 -12.071069131449496, -76.9815525786499 -12.071069131449496, -76.98614582649316 -12.078848734429952, -76.9815525786499 -12.086628337410408, -76.9723660829634 -12.086628337410408, -76.96777283512014 -12.078848734429952))"
zona_291,"POLYGON((-76.95398448272445 -12.071069131449496, -76.9585775971515 -12.06328952846904, -76.96776382600561 -12.06328952846904, -76.97235694043266 -12.071069131449496, -76.96776382600561 -12.078848734429952, -76.9585775971515 -12.078848734429952, -76.95398448272445 -12.071069131449496))"
zona_292,"POLYGON((-76.94019559666395 -12.078848734429952, -76.94478884450722 -12.071069131449496, -76.95397534019371 -12.071069131449496, -76.95856858803697 -12.078848734429952, -76.95397534019371 -12.086628337410408, -76.94478884450722 -12.086628337410408, -76.94019559666395 -12.078848734429952))"
zona_293,"POLYGON((-76.92640724426826 -12.071069131449496, -76.93100035869531 -12.06328952846904, -76.94018658754942 -12.06328952846904, -76.94477970197647 -12.071069131449496, -76.94018658754942 -12.078848734429952, -76.93100035869531 -12.078848734429952, -76.92640724426826 -12.071069131449496))"
zona_294,"POLYGON((-76.91261835820777 -12.078848734429952, -76.91721160605103 -12.071069131449496, -76.92639810173752 -12.071069131449496, -76.93099134958078 -12.078848734429952, -76.92639810173752 -12.086628337410408, -76.91721160605103 -12.086628337410408, -76.91261835820777 -12.078848734429952))"
zona_295,"POLYGON((-76.89883000581206 -12.071069131449496, -76.90342312023911 -12.06328952846904, -76.91260934909322 -12.06328952846904, -76.91720246352027 -12.071069131449496, -76.91260934909322 -12.078848734429952, -76.90342312023911 -12.078848734429952, -76.89883000581206 -12.071069131449496))"
zona_296,"POLYGON((-76.88504111975156 -12.078848734429952, -76.88963436759482 -12.071069131449496, -76.89882086328132 -12.071069131449496, -76.90341411112458 -12.078848734429952, -76.89882086328132 -12.086628337410408, -76.88963436759482 -12.086628337410408, -76.88504111975156 -12.078848734429952))"
zona_297,"POLYGON((-76.87125276735587 -12.071069131449496, -76.87584588178292 -12.06328952846904, -76.88503211063703 -12.06328952846904, -76.88962522506408 -12.071069131449496, -76.88503211063703 -12.078848734429952, -76.87584588178292 -12.078848734429952, -76.87125276735587 -12.071069131449496))"
zona_298,"POLYGON((-76.85746388129537 -12.078848734429952, -76.86205712913863 -12.071069131449496, -76.87124362482513 -12.071069131449496, -76.87583687266839 -12.078848734429952, -76.87124362482513 -12.086628337410408, -76.86205712913863 -12.086628337410408, -76.85746388129537 -12.078848734429952))"
zona_299,"POLYGON((-76.84367552889968 -12.071069131449496, -76.84826864332673 -12.06328952846904, -76.85745487218084 -12.06328952846904, -76.86204798660789 -12.071069131449496, -76.85745487218084 -12.078848734429952, -76.84826864332673 -12.078848734429952, -76.84367552889968 -12.071069131449496))"
zona_300,"POLYGON((-76.82988664283918 -12.078848734429952, -76.83447989068245 -12.071069131449496, -76.84366638636894 -12.071069131449496, -76.8482596342122 -12.078848734429952, -76.84366638636894 -12.086628337410408, -76.83447989068245 -12.086628337410408, -76.82988664283918 -12.078848734429952))"
