zone_name,geometry,ccdd,nombdep,ccpp,nombprov,ccdi,nombdist,capital,ubigeo,idprov,codigo,cnt_ccpp,descripcio,poblacion,fecha,dat_pob,pobreza,internet_access,edad,tam,rmapshaperid
zona_313,"POLYGON ((-12.06328952846904 -76.99535060705628, -12.055509925488584 -76.99994358815955, -12.055509925488584 -77.00912955036613, -12.06328952846904 -77.0137225314694, -12.071069131449496 -77.00912955036613, -12.071069131449496 -76.99994358815955, -12.06328952846904 -76.99535060705628))",15,LIMA,1,LIMA,11,EL AGUSTINO,EL AGUSTINO,150111,1501,150111,1,EL AGUSTINO,220858,2020,INEI,16.700000000000003,80.2,80.0,118039,228
zona_313,"POLYGON ((-12.06328952846904 -76.99535060705628, -12.055509925488584 -76.99994358815955, -12.055509925488584 -77.00912955036613, -12.06328952846904 -77.0137225314694, -12.071069131449496 -77.00912955036613, -12.071069131449496 -76.99994358815955, -12.06328952846904 -76.99535060705628))",15,LIMA,1,LIMA,15,LA VICTORIA,LA VICTORIA,150115,1501,150115,1,LA VICTORIA,200770,2020,INEI,11.05,80.2,80.0,114581,1414
zona_313,"POLYGON ((-12.06328952846904 -76.99535060705628, -12.055509925488584 -76.99994358815955, -12.055509925488584 -77.00912955036613, -12.06328952846904 -77.0137225314694, -12.071069131449496 -77.00912955036613, -12.071069131449496 -76.99994358815955, -12.06328952846904 -76.99535060705628))",15,LIMA,1,LIMA,34,SAN LUIS,SAN LUIS,150134,1501,150134,1,SAN LUIS,59084,2020,INEI,5.5,80.2,80.0,35824,164
zona_314,"POLYGON ((-12.055509925488582 -76.9815622542909, -12.047730322508126 -76.98615510216283, -12.047730322508126 -76.99534079790666, -12.055509925488582 -76.99993364577858, -12.063289528469038 -76.99534079790666, -12.063289528469038 -76.98615510216283, -12.055509925488582 -76.9815622542909))",15,LIMA,1,LIMA,3,ATE,VITARTE,150103,1501,150103,1,ATE,642828,2020,INEI,17.2,80.2,80.0,341500,1463
zona_314,"POLYGON ((-12.055509925488582 -76.9815622542909, -12.047730322508126 -76.98615510216283, -12.047730322508126 -76.99534079790666, -12.055509925488582 -76.99993364577858, -12.063289528469038 -76.99534079790666, -12.063289528469038 -76.98615510216283, -12.055509925488582 -76.9815622542909))",15,LIMA,1,LIMA,11,EL AGUSTINO,EL AGUSTINO,150111,1501,150111,1,EL AGUSTINO,220858,2020,INEI,16.700000000000003,80.2,80.0,118039,228
zona_314,"POLYGON ((-12.055509925488582 -76.9815622542909, -12.047730322508126 -76.98615510216283, -12.047730322508126 -76.99534079790666, -12.055509925488582 -76.99993364577858, -12.063289528469038 -76.99534079790666, -12.063289528469038 -76.98615510216283, -12.055509925488582 -76.9815622542909))",15,LIMA,1,LIMA,34,SAN LUIS,SAN LUIS,150134,1501,150134,1,SAN LUIS,59084,2020,INEI,5.5,80.2,80.0,35824,164
zona_314,"POLYGON ((-12.055509925488582 -76.9815622542909, -12.047730322508126 -76.98615510216283, -12.047730322508126 -76.99534079790666, -12.055509925488582 -76.99993364577858, -12.063289528469038 -76.99534079790666, -12.063289528469038 -76.98615510216283, -12.055509925488582 -76.9815622542909))",15,LIMA,1,LIMA,37,SANTA ANITA,SANTA ANITA - LOS FICUS,150137,1501,150137,1,SANTA ANITA,221039,2020,INEI,9.65,80.2,80.0,128134,165
zona_315,"POLYGON ((-12.06328952846904 -76.96777336860009, -12.055509925488584 -76.97236634970336, -12.055509925488584 -76.98155231190994, -12.06328952846904 -76.98614529301321, -12.071069131449496 -76.98155231190994, -12.071069131449496 -76.97236634970336, -12.06328952846904 -76.96777336860009))",15,LIMA,1,LIMA,3,ATE,VITARTE,150103,1501,150103,1,ATE,642828,2020,INEI,17.2,80.2,80.0,341500,1463
zona_315,"POLYGON ((-12.06328952846904 -76.96777336860009, -12.055509925488584 -76.97236634970336, -12.055509925488584 -76.98155231190994, -12.06328952846904 -76.98614529301321, -12.071069131449496 -76.98155231190994, -12.071069131449496 -76.97236634970336, -12.06328952846904 -76.96777336860009))",15,LIMA,1,LIMA,11,EL AGUSTINO,EL AGUSTINO,150111,1501,150111,1,EL AGUSTINO,220858,2020,INEI,16.700000000000003,80.2,80.0,118039,228
zona_315,"POLYGON ((-12.06328952846904 -76.96777336860009, -12.055509925488584 -76.97236634970336, -12.055509925488584 -76.98155231190994, -12.06328952846904 -76.98614529301321, -12.071069131449496 -76.98155231190994, -12.071069131449496 -76.97236634970336, -12.06328952846904 -76.96777336860009))",15,LIMA,1,LIMA,37,SANTA ANITA,SANTA ANITA - LOS FICUS,150137,1501,150137,1,SANTA ANITA,221039,2020,INEI,9.65,80.2,80.0,128134,165
zona_316,"POLYGON ((-12.055509925488582 -76.95398501583472, -12.047730322508126 -76.95857786370664, -12.047730322508126 -76.96776355945047, -12.055509925488582 -76.9723564073224, -12.063289528469038 -76.96776355945047, -12.063289528469038 -76.95857786370664, -12.055509925488582 -76.95398501583472))",15,LIMA,1,LIMA,3,ATE,VITARTE,150103,1501,150103,1,ATE,642828,2020,INEI,17.2,80.2,80.0,341500,1463
zona_316,"POLYGON ((-12.055509925488582 -76.95398501583472, -12.047730322508126 -76.95857786370664, -12.047730322508126 -76.96776355945047, -12.055509925488582 -76.9723564073224, -12.063289528469038 -76.96776355945047, -12.063289528469038 -76.95857786370664, -12.055509925488582 -76.95398501583472))",15,LIMA,1,LIMA,14,LA MOLINA,LA MOLINA,150114,1501,150114,1,LA MOLINA,166442,2020,INEI,1.15,80.2,80.0,105562,872
zona_316,"POLYGON ((-12.055509925488582 -76.95398501583472, -12.047730322508126 -76.95857786370664, -12.047730322508126 -76.96776355945047, -12.055509925488582 -76.9723564073224, -12.063289528469038 -76.96776355945047, -12.063289528469038 -76.95857786370664, -12.055509925488582 -76.95398501583472))",15,LIMA,1,LIMA,37,SANTA ANITA,SANTA ANITA - LOS FICUS,150137,1501,150137,1,SANTA ANITA,221039,2020,INEI,9.65,80.2,80.0,128134,165
zona_317,"POLYGON ((-12.06328952846904 -76.9401961301439, -12.055509925488584 -76.94478911124718, -12.055509925488584 -76.95397507345375, -12.06328952846904 -76.95856805455702, -12.071069131449496 -76.95397507345375, -12.071069131449496 -76.94478911124718, -12.06328952846904 -76.9401961301439))",15,LIMA,1,LIMA,3,ATE,VITARTE,150103,1501,150103,1,ATE,642828,2020,INEI,17.2,80.2,80.0,341500,1463
zona_317,"POLYGON ((-12.06328952846904 -76.9401961301439, -12.055509925488584 -76.94478911124718, -12.055509925488584 -76.95397507345375, -12.06328952846904 -76.95856805455702, -12.071069131449496 -76.95397507345375, -12.071069131449496 -76.94478911124718, -12.06328952846904 -76.9401961301439))",15,LIMA,1,LIMA,14,LA MOLINA,LA MOLINA,150114,1501,150114,1,LA MOLINA,166442,2020,INEI,1.15,80.2,80.0,105562,872
zona_318,"POLYGON ((-12.055509925488582 -76.92640777737853, -12.047730322508126 -76.93100062525045, -12.047730322508126 -76.94018632099429, -12.055509925488582 -76.9447791688662, -12.063289528469038 -76.94018632099429, -12.063289528469038 -76.93100062525045, -12.055509925488582 -76.92640777737853))",15,LIMA,1,LIMA,3,ATE,VITARTE,150103,1501,150103,1,ATE,642828,2020,INEI,17.2,80.2,80.0,341500,1463
zona_319,"POLYGON ((-12.06328952846904 -76.91261889168771, -12.055509925488584 -76.91721187279099, -12.055509925488584 -76.92639783499756, -12.06328952846904 -76.93099081610083, -12.071069131449496 -76.92639783499756, -12.071069131449496 -76.91721187279099, -12.06328952846904 -76.91261889168771))",15,LIMA,1,LIMA,3,ATE,VITARTE,150103,1501,150103,1,ATE,642828,2020,INEI,17.2,80.2,80.0,341500,1463
zona_319,"POLYGON ((-12.06328952846904 -76.91261889168771, -12.055509925488584 -76.91721187279099, -12.055509925488584 -76.92639783499756, -12.06328952846904 -76.93099081610083, -12.071069131449496 -76.92639783499756, -12.071069131449496 -76.91721187279099, -12.06328952846904 -76.91261889168771))",15,LIMA,1,LIMA,14,LA MOLINA,LA MOLINA,150114,1501,150114,1,LA MOLINA,166442,2020,INEI,1.15,80.2,80.0,105562,872
zona_320,"POLYGON ((-12.055509925488582 -76.89883053892233, -12.047730322508126 -76.90342338679424, -12.047730322508126 -76.91260908253808, -12.055509925488582 -76.91720193041, -12.063289528469038 -76.91260908253808, -12.063289528469038 -76.90342338679424, -12.055509925488582 -76.89883053892233))",15,LIMA,1,LIMA,3,ATE,VITARTE,150103,1501,150103,1,ATE,642828,2020,INEI,17.2,80.2,80.0,341500,1463
zona_320,"POLYGON ((-12.055509925488582 -76.89883053892233, -12.047730322508126 -76.90342338679424, -12.047730322508126 -76.91260908253808, -12.055509925488582 -76.91720193041, -12.063289528469038 -76.91260908253808, -12.063289528469038 -76.90342338679424, -12.055509925488582 -76.89883053892233))",15,LIMA,1,LIMA,14,LA MOLINA,LA MOLINA,150114,1501,150114,1,LA MOLINA,166442,2020,INEI,1.15,80.2,80.0,105562,872
zona_321,"POLYGON ((-12.06328952846904 -76.88504165323151, -12.055509925488584 -76.88963463433478, -12.055509925488584 -76.89882059654136, -12.06328952846904 -76.90341357764463, -12.071069131449496 -76.89882059654136, -12.071069131449496 -76.88963463433478, -12.06328952846904 -76.88504165323151))",15,LIMA,1,LIMA,3,ATE,VITARTE,150103,1501,150103,1,ATE,642828,2020,INEI,17.2,80.2,80.0,341500,1463
zona_321,"POLYGON ((-12.06328952846904 -76.88504165323151, -12.055509925488584 -76.88963463433478, -12.055509925488584 -76.89882059654136, -12.06328952846904 -76.90341357764463, -12.071069131449496 -76.89882059654136, -12.071069131449496 -76.88963463433478, -12.06328952846904 -76.88504165323151))",15,LIMA,1,LIMA,9,CIENEGUILLA,CIENEGUILLA,150109,1501,150109,8,CIENEGUILLA,36780,2020,INEI,17.55,80.2,80.0,19457,1506
zona_321,"POLYGON ((-12.06328952846904 -76.88504165323151, -12.055509925488584 -76.88963463433478, -12.055509925488584 -76.89882059654136, -12.06328952846904 -76.90341357764463, -12.071069131449496 -76.89882059654136, -12.071069131449496 -76.88963463433478, -12.06328952846904 -76.88504165323151))",15,LIMA,1,LIMA,14,LA MOLINA,LA MOLINA,150114,1501,150114,1,LA MOLINA,166442,2020,INEI,1.15,80.2,80.0,105562,872
zona_321,"POLYGON ((-12.06328952846904 -76.88504165323151, -12.055509925488584 -76.88963463433478, -12.055509925488584 -76.89882059654136, -12.06328952846904 -76.90341357764463, -12.071069131449496 -76.89882059654136, -12.071069131449496 -76.88963463433478, -12.06328952846904 -76.88504165323151))",15,LIMA,1,LIMA,23,PACHACAMAC,PACHACAMAC,150123,1501,150123,14,PACHACAMAC,123627,2020,INEI,20.0,80.2,80.0,63456,919
zona_322,"POLYGON ((-12.055509925488582 -76.87125330046614, -12.047730322508126 -76.87584614833806, -12.047730322508126 -76.8850318440819, -12.055509925488582 -76.88962469195381, -12.063289528469038 -76.8850318440819, -12.063289528469038 -76.87584614833806, -12.055509925488582 -76.87125330046614))",15,LIMA,1,LIMA,3,ATE,VITARTE,150103,1501,150103,1,ATE,642828,2020,INEI,17.2,80.2,80.0,341500,1463
zona_322,"POLYGON ((-12.055509925488582 -76.87125330046614, -12.047730322508126 -76.87584614833806, -12.047730322508126 -76.8850318440819, -12.055509925488582 -76.88962469195381, -12.063289528469038 -76.8850318440819, -12.063289528469038 -76.87584614833806, -12.055509925488582 -76.87125330046614))",15,LIMA,1,LIMA,9,CIENEGUILLA,CIENEGUILLA,150109,1501,150109,8,CIENEGUILLA,36780,2020,INEI,17.55,80.2,80.0,19457,1506
zona_323,"POLYGON ((-12.06328952846904 -76.85746441477532, -12.055509925488584 -76.8620573958786, -12.055509925488584 -76.87124335808517, -12.06328952846904 -76.87583633918844, -12.071069131449496 -76.87124335808517, -12.071069131449496 -76.8620573958786, -12.06328952846904 -76.85746441477532))",15,LIMA,1,LIMA,9,CIENEGUILLA,CIENEGUILLA,150109,1501,150109,8,CIENEGUILLA,36780,2020,INEI,17.55,80.2,80.0,19457,1506
zona_324,"POLYGON ((-12.055509925488582 -76.84367606200995, -12.047730322508126 -76.84826890988187, -12.047730322508126 -76.8574546056257, -12.055509925488582 -76.86204745349762, -12.063289528469038 -76.8574546056257, -12.063289528469038 -76.84826890988187, -12.055509925488582 -76.84367606200995))",15,LIMA,1,LIMA,9,CIENEGUILLA,CIENEGUILLA,150109,1501,150109,8,CIENEGUILLA,36780,2020,INEI,17.55,80.2,80.0,19457,1506
zona_325,"POLYGON ((-12.06328952846904 -76.82988717631913, -12.055509925488584 -76.8344801574224, -12.055509925488584 -76.84366611962898, -12.06328952846904 -76.84825910073225, -12.071069131449496 -76.84366611962898, -12.071069131449496 -76.8344801574224, -12.06328952846904 -76.82988717631913))",15,LIMA,1,LIMA,9,CIENEGUILLA,CIENEGUILLA,150109,1501,150109,8,CIENEGUILLA,36780,2020,INEI,17.55,80.2,80.0,19457,1506
zona_328,"POLYGON ((-12.047730322508126 -77.1332373320779, -12.03995071952767 -77.13783004681086, -12.03995071952767 -77.14701547627676, -12.047730322508126 -77.15160819100973, -12.055509925488582 -77.14701547627676, -12.055509925488582 -77.13783004681086, -12.047730322508126 -77.1332373320779))",7,CALLAO,1,CALLAO,1,CALLAO,CALLAO,70101,701,70101,1,CALLAO,521346,2020,INEI,14.2,77.6,77.1,267627,221
zona_329,"POLYGON ((-12.039950719527669 -77.11944897894296, -12.032171116547213 -77.12404156062934, -12.032171116547213 -77.1332267240021, -12.039950719527669 -77.13781930568848, -12.047730322508125 -77.1332267240021, -12.047730322508125 -77.12404156062934, -12.039950719527669 -77.11944897894296))",7,CALLAO,1,CALLAO,1,CALLAO,CALLAO,70101,701,70101,1,CALLAO,521346,2020,INEI,14.2,77.6,77.1,267627,221
zona_330,"POLYGON ((-12.047730322508126 -77.1056600936217, -12.03995071952767 -77.11025280835466, -12.03995071952767 -77.11943823782056, -12.047730322508126 -77.12403095255353, -12.055509925488582 -77.11943823782056, -12.055509925488582 -77.11025280835466, -12.047730322508126 -77.1056600936217))",7,CALLAO,1,CALLAO,1,CALLAO,CALLAO,70101,701,70101,1,CALLAO,521346,2020,INEI,14.2,77.6,77.1,267627,221
zona_331,"POLYGON ((-12.039950719527669 -77.09187174048675, -12.032171116547213 -77.09646432217313, -12.032171116547213 -77.1056494855459, -12.039950719527669 -77.11024206723228, -12.047730322508125 -77.1056494855459, -12.047730322508125 -77.09646432217313, -12.039950719527669 -77.09187174048675))",7,CALLAO,1,CALLAO,1,CALLAO,CALLAO,70101,701,70101,1,CALLAO,521346,2020,INEI,14.2,77.6,77.1,267627,221
zona_331,"POLYGON ((-12.039950719527669 -77.09187174048675, -12.032171116547213 -77.09646432217313, -12.032171116547213 -77.1056494855459, -12.039950719527669 -77.11024206723228, -12.047730322508125 -77.1056494855459, -12.047730322508125 -77.09646432217313, -12.039950719527669 -77.09187174048675))",7,CALLAO,1,CALLAO,3,CARMEN DE LA LEGUA REYNOSO,CARMEN DE LA LEGUA REYNOSO,70103,701,70103,1,CARMEN DE LA LEGUA REYNOSO,48492,2020,INEI,11.8,77.6,77.1,25590,220
zona_331,"POLYGON ((-12.039950719527669 -77.09187174048675, -12.032171116547213 -77.09646432217313, -12.032171116547213 -77.1056494855459, -12.039950719527669 -77.11024206723228, -12.047730322508125 -77.1056494855459, -12.047730322508125 -77.09646432217313, -12.039950719527669 -77.09187174048675))",15,LIMA,1,LIMA,35,SAN MARTIN DE PORRES,BARRIO OBRERO INDUSTRIAL,150135,1501,150135,1,SAN MARTIN DE PORRES,740749,2020,INEI,10.35,80.2,80.0,426075,870
zona_332,"POLYGON ((-12.047730322508126 -77.0780828551655, -12.03995071952767 -77.08267556989847, -12.03995071952767 -77.09186099936437, -12.047730322508126 -77.09645371409734, -12.055509925488582 -77.09186099936437, -12.055509925488582 -77.08267556989847, -12.047730322508126 -77.0780828551655))",7,CALLAO,1,CALLAO,1,CALLAO,CALLAO,70101,701,70101,1,CALLAO,521346,2020,INEI,14.2,77.6,77.1,267627,221
zona_332,"POLYGON ((-12.047730322508126 -77.0780828551655, -12.03995071952767 -77.08267556989847, -12.03995071952767 -77.09186099936437, -12.047730322508126 -77.09645371409734, -12.055509925488582 -77.09186099936437, -12.055509925488582 -77.08267556989847, -12.047730322508126 -77.0780828551655))",7,CALLAO,1,CALLAO,2,BELLAVISTA,BELLAVISTA,70102,701,70102,1,BELLAVISTA,87471,2020,INEI,4.55,77.6,77.1,49953,222
zona_332,"POLYGON ((-12.047730322508126 -77.0780828551655, -12.03995071952767 -77.08267556989847, -12.03995071952767 -77.09186099936437, -12.047730322508126 -77.09645371409734, -12.055509925488582 -77.09186099936437, -12.055509925488582 -77.08267556989847, -12.047730322508126 -77.0780828551655))",7,CALLAO,1,CALLAO,3,CARMEN DE LA LEGUA REYNOSO,CARMEN DE LA LEGUA REYNOSO,70103,701,70103,1,CARMEN DE LA LEGUA REYNOSO,48492,2020,INEI,11.8,77.6,77.1,25590,220
zona_332,"POLYGON ((-12.047730322508126 -77.0780828551655, -12.03995071952767 -77.08267556989847, -12.03995071952767 -77.09186099936437, -12.047730322508126 -77.09645371409734, -12.055509925488582 -77.09186099936437, -12.055509925488582 -77.08267556989847, -12.047730322508126 -77.0780828551655))",15,LIMA,1,LIMA,1,LIMA,LIMA,150101,1501,150101,1,LIMA,293647,2020,INEI,7.95,80.2,80.0,173426,161
zona_333,"POLYGON ((-12.039950719527669 -77.06429450203056, -12.032171116547213 -77.06888708371694, -12.032171116547213 -77.07807224708971, -12.039950719527669 -77.08266482877609, -12.047730322508125 -77.07807224708971, -12.047730322508125 -77.06888708371694, -12.039950719527669 -77.06429450203056))",7,CALLAO,1,CALLAO,3,CARMEN DE LA LEGUA REYNOSO,CARMEN DE LA LEGUA REYNOSO,70103,701,70103,1,CARMEN DE LA LEGUA REYNOSO,48492,2020,INEI,11.8,77.6,77.1,25590,220
zona_333,"POLYGON ((-12.039950719527669 -77.06429450203056, -12.032171116547213 -77.06888708371694, -12.032171116547213 -77.07807224708971, -12.039950719527669 -77.08266482877609, -12.047730322508125 -77.07807224708971, -12.047730322508125 -77.06888708371694, -12.039950719527669 -77.06429450203056))",15,LIMA,1,LIMA,1,LIMA,LIMA,150101,1501,150101,1,LIMA,293647,2020,INEI,7.95,80.2,80.0,173426,161
zona_333,"POLYGON ((-12.039950719527669 -77.06429450203056, -12.032171116547213 -77.06888708371694, -12.032171116547213 -77.07807224708971, -12.039950719527669 -77.08266482877609, -12.047730322508125 -77.07807224708971, -12.047730322508125 -77.06888708371694, -12.039950719527669 -77.06429450203056))",15,LIMA,1,LIMA,35,SAN MARTIN DE PORRES,BARRIO OBRERO INDUSTRIAL,150135,1501,150135,1,SAN MARTIN DE PORRES,740749,2020,INEI,10.35,80.2,80.0,426075,870
zona_334,"POLYGON ((-12.047730322508126 -77.05050561670932, -12.03995071952767 -77.05509833144228, -12.03995071952767 -77.06428376090818, -12.047730322508126 -77.06887647564115, -12.055509925488582 -77.06428376090818, -12.055509925488582 -77.05509833144228, -12.047730322508126 -77.05050561670932))",15,LIMA,1,LIMA,1,LIMA,LIMA,150101,1501,150101,1,LIMA,293647,2020,INEI,7.95,80.2,80.0,173426,161
zona_334,"POLYGON ((-12.047730322508126 -77.05050561670932, -12.03995071952767 -77.05509833144228, -12.03995071952767 -77.06428376090818, -12.047730322508126 -77.06887647564115, -12.055509925488582 -77.06428376090818, -12.055509925488582 -77.05509833144228, -12.047730322508126 -77.05050561670932))",15,LIMA,1,LIMA,5,BREÃ‘A,BREÃ‘A,150105,1501,150105,1,BREÃ‘A,97431,2020,INEI,4.0,80.2,80.0,60012,167
zona_335,"POLYGON ((-12.039950719527669 -77.03671726357437, -12.032171116547213 -77.04130984526076, -12.032171116547213 -77.05049500863352, -12.039950719527669 -77.0550875903199, -12.047730322508125 -77.05049500863352, -12.047730322508125 -77.04130984526076, -12.039950719527669 -77.03671726357437))",15,LIMA,1,LIMA,1,LIMA,LIMA,150101,1501,150101,1,LIMA,293647,2020,INEI,7.95,80.2,80.0,173426,161
zona_335,"POLYGON ((-12.039950719527669 -77.03671726357437, -12.032171116547213 -77.04130984526076, -12.032171116547213 -77.05049500863352, -12.039950719527669 -77.0550875903199, -12.047730322508125 -77.05049500863352, -12.047730322508125 -77.04130984526076, -12.039950719527669 -77.03671726357437))",15,LIMA,1,LIMA,28,RIMAC,RIMAC,150128,1501,150128,1,RIMAC,190288,2020,INEI,11.4,80.2,80.0,108171,809
zona_335,"POLYGON ((-12.039950719527669 -77.03671726357437, -12.032171116547213 -77.04130984526076, -12.032171116547213 -77.05049500863352, -12.039950719527669 -77.0550875903199, -12.047730322508125 -77.05049500863352, -12.047730322508125 -77.04130984526076, -12.039950719527669 -77.03671726357437))",15,LIMA,1,LIMA,35,SAN MARTIN DE PORRES,BARRIO OBRERO INDUSTRIAL,150135,1501,150135,1,SAN MARTIN DE PORRES,740749,2020,INEI,10.35,80.2,80.0,426075,870
zona_336,"POLYGON ((-12.047730322508126 -77.02292837825313, -12.03995071952767 -77.02752109298609, -12.03995071952767 -77.036706522452, -12.047730322508126 -77.04129923718496, -12.055509925488582 -77.036706522452, -12.055509925488582 -77.02752109298609, -12.047730322508126 -77.02292837825313))",15,LIMA,1,LIMA,1,LIMA,LIMA,150101,1501,150101,1,LIMA,293647,2020,INEI,7.95,80.2,80.0,173426,161
zona_336,"POLYGON ((-12.047730322508126 -77.02292837825313, -12.03995071952767 -77.02752109298609, -12.03995071952767 -77.036706522452, -12.047730322508126 -77.04129923718496, -12.055509925488582 -77.036706522452, -12.055509925488582 -77.02752109298609, -12.047730322508126 -77.02292837825313))",15,LIMA,1,LIMA,28,RIMAC,RIMAC,150128,1501,150128,1,RIMAC,190288,2020,INEI,11.4,80.2,80.0,108171,809
zona_337,"POLYGON ((-12.039950719527669 -77.00914002511817, -12.032171116547213 -77.01373260680455, -12.032171116547213 -77.02291777017732, -12.039950719527669 -77.0275103518637, -12.047730322508125 -77.02291777017732, -12.047730322508125 -77.01373260680455, -12.039950719527669 -77.00914002511817))",15,LIMA,1,LIMA,1,LIMA,LIMA,150101,1501,150101,1,LIMA,293647,2020,INEI,7.95,80.2,80.0,173426,161
zona_337,"POLYGON ((-12.039950719527669 -77.00914002511817, -12.032171116547213 -77.01373260680455, -12.032171116547213 -77.02291777017732, -12.039950719527669 -77.0275103518637, -12.047730322508125 -77.02291777017732, -12.047730322508125 -77.01373260680455, -12.039950719527669 -77.00914002511817))",15,LIMA,1,LIMA,28,RIMAC,RIMAC,150128,1501,150128,1,RIMAC,190288,2020,INEI,11.4,80.2,80.0,108171,809
zona_337,"POLYGON ((-12.039950719527669 -77.00914002511817, -12.032171116547213 -77.01373260680455, -12.032171116547213 -77.02291777017732, -12.039950719527669 -77.0275103518637, -12.047730322508125 -77.02291777017732, -12.047730322508125 -77.01373260680455, -12.039950719527669 -77.00914002511817))",15,LIMA,1,LIMA,32,SAN JUAN DE LURIGANCHO,SAN JUAN DE LURIGANCHO,150132,1501,150132,1,SAN JUAN DE LURIGANCHO,1150470,2020,INEI,17.7,80.2,80.0,607491,1413
zona_338,"POLYGON ((-12.047730322508126 -76.99535113979692, -12.03995071952767 -76.99994385452989, -12.03995071952767 -77.00912928399579, -12.047730322508126 -77.01372199872876, -12.055509925488582 -77.00912928399579, -12.055509925488582 -76.99994385452989, -12.047730322508126 -76.99535113979692))",15,LIMA,1,LIMA,1,LIMA,LIMA,150101,1501,150101,1,LIMA,293647,2020,INEI,7.95,80.2,80.0,173426,161
zona_338,"POLYGON ((-12.047730322508126 -76.99535113979692, -12.03995071952767 -76.99994385452989, -12.03995071952767 -77.00912928399579, -12.047730322508126 -77.01372199872876, -12.055509925488582 -77.00912928399579, -12.055509925488582 -76.99994385452989, -12.047730322508126 -76.99535113979692))",15,LIMA,1,LIMA,11,EL AGUSTINO,EL AGUSTINO,150111,1501,150111,1,EL AGUSTINO,220858,2020,INEI,16.700000000000003,80.2,80.0,118039,228
zona_339,"POLYGON ((-12.039950719527669 -76.98156278666198, -12.032171116547213 -76.98615536834836, -12.032171116547213 -76.99534053172113, -12.039950719527669 -76.99993311340751, -12.047730322508125 -76.99534053172113, -12.047730322508125 -76.98615536834836, -12.039950719527669 -76.98156278666198))",15,LIMA,1,LIMA,11,EL AGUSTINO,EL AGUSTINO,150111,1501,150111,1,EL AGUSTINO,220858,2020,INEI,16.700000000000003,80.2,80.0,118039,228
zona_339,"POLYGON ((-12.039950719527669 -76.98156278666198, -12.032171116547213 -76.98615536834836, -12.032171116547213 -76.99534053172113, -12.039950719527669 -76.99993311340751, -12.047730322508125 -76.99534053172113, -12.047730322508125 -76.98615536834836, -12.039950719527669 -76.98156278666198))",15,LIMA,1,LIMA,37,SANTA ANITA,SANTA ANITA - LOS FICUS,150137,1501,150137,1,SANTA ANITA,221039,2020,INEI,9.65,80.2,80.0,128134,165
zona_340,"POLYGON ((-12.047730322508126 -76.96777390134073, -12.03995071952767 -76.9723666160737, -12.03995071952767 -76.9815520455396, -12.047730322508126 -76.98614476027257, -12.055509925488582 -76.9815520455396, -12.055509925488582 -76.9723666160737, -12.047730322508126 -76.96777390134073))",15,LIMA,1,LIMA,11,EL AGUSTINO,EL AGUSTINO,150111,1501,150111,1,EL AGUSTINO,220858,2020,INEI,16.700000000000003,80.2,80.0,118039,228
zona_340,"POLYGON ((-12.047730322508126 -76.96777390134073, -12.03995071952767 -76.9723666160737, -12.03995071952767 -76.9815520455396, -12.047730322508126 -76.98614476027257, -12.055509925488582 -76.9815520455396, -12.055509925488582 -76.9723666160737, -12.047730322508126 -76.96777390134073))",15,LIMA,1,LIMA,37,SANTA ANITA,SANTA ANITA - LOS FICUS,150137,1501,150137,1,SANTA ANITA,221039,2020,INEI,9.65,80.2,80.0,128134,165
zona_341,"POLYGON ((-12.039950719527669 -76.9539855482058, -12.032171116547213 -76.95857812989217, -12.032171116547213 -76.96776329326494, -12.039950719527669 -76.97235587495132, -12.047730322508125 -76.96776329326494, -12.047730322508125 -76.95857812989217, -12.039950719527669 -76.9539855482058))",15,LIMA,1,LIMA,11,EL AGUSTINO,EL AGUSTINO,150111,1501,150111,1,EL AGUSTINO,220858,2020,INEI,16.700000000000003,80.2,80.0,118039,228
zona_341,"POLYGON ((-12.039950719527669 -76.9539855482058, -12.032171116547213 -76.95857812989217, -12.032171116547213 -76.96776329326494, -12.039950719527669 -76.97235587495132, -12.047730322508125 -76.96776329326494, -12.047730322508125 -76.95857812989217, -12.039950719527669 -76.9539855482058))",15,LIMA,1,LIMA,37,SANTA ANITA,SANTA ANITA - LOS FICUS,150137,1501,150137,1,SANTA ANITA,221039,2020,INEI,9.65,80.2,80.0,128134,165
zona_342,"POLYGON ((-12.047730322508126 -76.94019666288455, -12.03995071952767 -76.94478937761751, -12.03995071952767 -76.95397480708341, -12.047730322508126 -76.95856752181638, -12.055509925488582 -76.95397480708341, -12.055509925488582 -76.94478937761751, -12.047730322508126 -76.94019666288455))",15,LIMA,1,LIMA,3,ATE,VITARTE,150103,1501,150103,1,ATE,642828,2020,INEI,17.2,80.2,80.0,341500,1463
zona_342,"POLYGON ((-12.047730322508126 -76.94019666288455, -12.03995071952767 -76.94478937761751, -12.03995071952767 -76.95397480708341, -12.047730322508126 -76.95856752181638, -12.055509925488582 -76.95397480708341, -12.055509925488582 -76.94478937761751, -12.047730322508126 -76.94019666288455))",15,LIMA,1,LIMA,37,SANTA ANITA,SANTA ANITA - LOS FICUS,150137,1501,150137,1,SANTA ANITA,221039,2020,INEI,9.65,80.2,80.0,128134,165
